,grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,shapefile_code,r2,NaNs
0,1159100,1,1591,ORANGE RIVER,VIOOLSDRIF (27811003),ZA,-28.75798997,17.72159144,866486,152,1935,2024,90,3.034414703,1935,2022,88,5.379442843,1935,2024,90,251.426,7.928970336,9.150719499,1,0.323815984,6
1,1159103,1,1591,ORANGE RIVER,PELLA MISSION,ZA,-28.96340283,19.15192169,859920,-999,1979,2024,46,5.668338021,1979,2022,44,8.7890625,1979,2024,46,132.007,4.162972752,4.841116327,1,0.335957072,1
2,1159105,1,1591,ORANGE RIVER,SENDELINGSDRIF,ZA,-28.07583333,16.89833333,985370,-999,2014,2024,11,21.41522029,2014,2020,7,0,2014,2024,11,30.913,0.974872368,0.989346507,1,0.018669058,27
3,1159125,1,1591,RENOSTERRIVIER,LEEUWENKUIL,ZA,-31.43716033,20.47416897,8938,-999,1987,2023,37,16.10259523,1987,2022,36,17.61904762,1987,2023,37,0.487,0.015358032,1.718285075,1,0.05641388,4
4,1159130,1,1591,SAK,HOL PADS LEEGTE (27814016),ZA,-30.47471203,20.51917583,40073,919,1973,2024,52,1.962666667,1973,2022,50,3.891708968,1973,2024,52,2.358,0.074361888,1.855660619,1,0.524582527,5
5,1159290,1,1591,ORANGE RIVER,KAKAMAS SOUTH NEUSBERG,ZA,-28.77466011,20.72242939,366070,-999,1993,2024,32,0.905539773,1993,2022,30,2.017291066,1993,2024,32,195.054,6.151222944,16.8034063,1,0.122617786,4
6,1159300,1,1591,ORANGE RIVER,UPINGTON,ZA,-28.45790547,21.23923533,364560,-999,1942,2024,83,2.478950723,1942,2022,81,4.079497908,1942,2024,83,188.521,5.945198256,16.30787321,1,0.212765637,1
7,1159301,1,1591,ORANGE RIVER,PRIESKA (27815102),ZA,-29.65171083,22.74591331,339310,947,1959,2024,66,6.892493906,1959,2022,64,11.7414248,1959,2024,66,163.363,5.151815568,15.18321172,1,0.056578487,0
8,1159302,1,1591,ORANGE RIVER,MARKSDRIFT (27815208),ZA,-29.16201978,23.69594394,99316,997,1962,2024,63,8.894209453,1962,2022,61,13.09192201,1962,2024,63,148.172,4.672752192,47.0493394,1,0.233319422,1
9,1159304,1,1591,ORANGE RIVER,IRENE,ZA,-29.1828515,23.57510692,296170,-999,1989,2024,36,29.84761312,1989,2022,34,36.75,1989,2024,36,226.36,7.13848896,24.102674,1,0.356823177,7
10,1159305,1,1591,SEEKOEIRIVIER,DE EERSTEPOORT,ZA,-30.53472222,24.9625,8266,-999,1980,2024,45,0.069191093,1980,2022,43,1.581027668,1980,2024,45,0.427,0.013465872,1.629067505,1,0.217409936,0
11,1159330,1,1591,RIET,KLIPDRIFT,ZA,-29.0425,24.59916667,31233,-999,1989,2024,36,0.094125029,1989,2022,34,0.253164557,1989,2024,36,7.378,0.232672608,7.449576025,2,0.45478299,0
12,1159335,1,1591,MODDER,TWEERIVIERE,ZA,-29.02861111,24.63833333,17313,-999,1989,2024,36,3.498977827,1989,2022,34,5.329949239,1989,2024,36,2.651,0.083601936,4.828853232,1,0.315505868,0
13,1159400,1,1591,HARTS,TAUNG (27817303),ZA,-27.57350603,24.74598156,11044,1091,1923,2024,102,1.826210205,1923,2022,100,3.797468354,1923,2024,102,1.182,0.037275552,3.375185802,1,0.328127179,1
14,1159403,1,1591,HARTS,ESPAGSDRIF,ZA,-27.90320789,24.61514311,23900,-999,1951,2023,73,3.355350066,1951,2022,72,8.079625293,1951,2023,73,4.754,0.149922144,6.272893054,1,0.054658294,1
15,1159405,1,1591,HARTS,LLOYDS,ZA,-28.38651139,24.29707622,30810,-999,1994,2024,31,14.04935502,1994,2022,29,21.45015106,1994,2024,31,1.291,0.040712976,1.321420837,1,0.367596352,1
16,1159413,1,1591,VETRIVIER,FIZANTKRAAL,ZA,-27.935,26.12444444,16153,-999,1968,2023,56,3.352428394,1968,2022,55,7.142857143,1968,2023,56,6.88,0.21696768,13.43203615,1,0.412781441,0
17,1159415,1,1591,VETRIVIER,VAALKOPPIES,ZA,-28.14444444,26.41805556,6994,-999,2003,2023,21,4.014396456,2003,2022,20,5.429864253,2003,2023,21,4.596,0.144939456,20.72339949,2,0.432414356,1
18,1159417,1,1591,SANDRIVIER,BLOUDRIF,ZA,-28.11722222,26.71916667,7092,-999,1995,2023,29,26.33427651,1995,2022,28,30.06329114,1995,2023,29,4.819,0.151971984,21.42864975,2,0.428968708,12
19,1159450,1,1591,VAAL RIVER,SCHMIDTSDRIF,ZA,-28.71149156,24.07290156,157830,-999,1995,2024,30,10.92603049,1995,2022,28,15.85365854,1995,2024,30,55.062,1.736435232,11.00193393,1,0.309870967,1
20,1159490,1,1591,VAAL RIVER,DE HOOP 65,ZA,-28.51622689,24.60069589,121220,-999,1968,2024,57,3.887082471,1968,2022,55,7.120743034,1968,2024,57,40.585,1.27988856,10.55839432,1,0.285184188,4
21,1159510,1,1591,VALSRIVIER,GROOTDRAAI (27817602),ZA,-27.39861111,26.61333333,7801,1259,1950,2023,74,65.6438253,1951,2022,72,67.60233918,1950,2023,74,1.002,0.031599072,4.050643764,1,0.357858636,5
22,1159525,1,1591,RENOSTERRIVIER,ARRIESRUST,ZA,-27.04628,27.00464,5758,-999,1978,2023,46,3.683862036,1978,2022,45,7.924528302,1978,2023,46,3.892,0.122738112,21.31610142,1,0.456759961,14
23,1159535,1,1591,VAAL RIVER,KLIPPLAATDRIFT,ZA,-27.38972222,26.46388889,79903,-999,1972,2024,53,0.326092673,1972,2022,51,0.663349917,1972,2024,53,68.375,2.156274,26.9861457,1,0.459827634,1
24,1159545,1,1591,VAAL RIVER,PILGRIMS ESTATE,ZA,-27.01011,26.69808,63437,-999,1979,2024,46,2.834453268,1979,2022,44,9.126213592,1979,2024,46,57.068,1.799696448,28.36982278,1,0.403714684,6
25,1159550,1,1591,VAAL RIVER,DE VAAL,ZA,-26.97056,27.20967,49120,-999,1938,2024,87,4.272957142,1938,2022,85,9.06374502,1938,2024,87,57.844,1.824168384,37.1369785,1,0.310041444,21
26,1159555,1,1591,VAAL RIVER,WOODLANDS,ZA,-26.73828,27.59197,47222,-999,1996,2024,29,11.46953405,1997,2022,26,20.26143791,1996,2024,29,59.906,1.889195616,40.00668366,1,0.352536963,1
27,1159650,1,1591,ORANGE RIVER,ALIWAL NOORD (27819103),ZA,-30.67833333,26.71638889,37070,1298,1914,2024,111,0.802377415,1914,2022,109,1.384615385,1914,2024,111,143.241,4.517248176,121.8572478,1,0.216981379,1
28,1159651,1,1591,ORANGE RIVER,ORANJEDRAAI (27819109),ZA,-30.33638889,27.35861111,24745,1394,1960,2024,65,2.486259018,1960,2022,63,7.432432432,1960,2024,65,125.312,3.951839232,159.7025351,1,0.213332109,0
29,1159655,1,1591,ORANGE RIVER,LESOTHO - MANTILANE,ZA,-30.06186111,28.50975,10735,-999,1987,2024,38,1.974465558,1987,2022,36,3.800475059,1987,2024,38,48.177,1.519309872,141.5286327,1,0.036301486,1
30,1159660,1,1591,KRAAIRIVIER,ROODEWAL (27819111),ZA,-30.83055556,26.92055556,8689,1320,1965,2024,60,5.12904894,1965,2022,58,9.278350515,1965,2024,60,21.834,0.688557024,79.24467994,1,0.250903069,0
31,1159675,1,1591,CALEDON RIVER,WILGERDRAAI,ZA,-29.61666667,27.06555556,12852,-999,1988,2024,37,6.158447734,1988,2022,35,10.69651741,1988,2024,37,32.182,1.014891552,78.96759664,1,0.152916002,0
32,1159805,1,1591,WILGERIVIER,FRANKFORT,ZA,-27.27166667,28.49111111,15673,-999,1913,2024,112,2.258376049,1913,2022,110,4.377880184,1913,2024,112,28.611,0.902276496,57.56884425,1,0.414477658,0
33,1159813,1,1591,WILGERIVIER,BALLINGTOMP,ZA,-27.30138889,28.58555556,10489,-999,1985,2023,39,1.998577525,1985,2022,38,3.16027088,1985,2023,39,25.574,0.806501664,76.89023396,1,0.339852057,1
34,1159815,1,1591,WILGERIVIER,BAVARIA,ZA,-27.80277778,28.7675,7497,-999,1988,2023,36,9.177468395,1989,2022,34,11.72069825,1988,2023,36,28.546,0.900226656,120.0782521,1,0.488695185,0
35,1159880,1,1591,VAAL RIVER,NOOITGEDACHT,ZA,-27.00231,28.76528,15500,-999,1985,2024,40,2.639565248,1985,2022,38,5.89569161,1985,2024,40,29.102,0.917760672,59.21036594,1,0.435197823,2
36,1160235,1,1606,DORINGRIVIER,MELKBOOM,ZA,-31.8625,18.68638889,24044,-999,1927,2024,98,1.197909309,1927,2022,96,3.072870939,1927,2024,98,11.758,0.370800288,15.42173881,1,0.174117934,1
37,1160303,1,1600,BREE,WOLVENDRIFT,ZA,-33.89777778,20.01166667,6713,-999,1970,2023,54,1.69292144,1970,2022,53,4.625199362,1970,2023,54,24.882,0.784678752,116.8894313,1,0.121335693,1
38,1160305,1,1600,BREE,SWELLEN DAM,ZA,-34.0675,20.40555556,9842,-999,1966,2023,58,1.288696562,1966,2022,57,2.522255193,1966,2023,58,33.482,1.055888352,107.2839212,1,0.127972423,1
39,1160320,1,1606,DORINGRIVIER,ELANDS DRIFT - ASPOORT (27712202),ZA,-32.50277778,19.535,6895,389,1923,2023,101,3.618474993,1923,2022,100,5.803195963,1923,2023,101,7.973,0.251436528,36.46650152,1,0.204726158,2
40,1160352,1,1605,TOUWS,OKKERSKRAAL,ZA,-33.69388889,21.14305556,5837,-999,1982,2023,42,1.052008679,1982,2022,41,3.105590062,1982,2023,42,0.509,0.016051824,2.750012678,1,0.174546026,0
41,1160353,1,1605,GROOTRIVIER,BUFFELSFONTEIN,ZA,-33.74916667,21.44444444,12493,-999,1982,2024,43,0.77932199,1982,2022,41,2.928870293,1982,2024,43,1.444,0.045537984,3.645079965,1,0.20065087,0
42,1160373,1,1605,GOURITZ,ZEEKOEDRIFT,ZA,-33.98027778,21.65333333,43451,-999,1964,2024,61,25.93403586,1964,2022,59,29.04148784,1964,2024,61,2.796,0.088174656,2.029289452,1,0.389551038,1
43,1160376,1,1605,GAMKARIVIER,HUIS RIVER,ZA,-33.50222222,21.62277778,17810,-999,1982,2024,43,1.47356067,1982,2022,41,2.30125523,1982,2024,43,1.468,0.046294848,2.599373835,1,0.333179969,4
46,1160460,1,1600,GROOTRIVIER,GROOTRIVIERSPOORT (27691206),ZA,-33.731,24.61794444,29571,133,1964,2024,61,0.819224468,1964,2022,59,2.00286123,1964,2024,61,2.171,0.068464656,2.315263468,1,0.046553821,1
47,1160493,1,1600,SONDAGSRIVIER,DE DRAAY,ZA,-33.09930556,25.0115,13422,-999,1978,2024,47,0.806930106,1978,2022,45,3.773584906,1978,2024,47,0.628,0.019804608,1.475533304,1,0.345351553,2
48,1160510,1,1603,GREAT FISH RIVER,BRANDT LEGTE PIGGOT'S BRIDGE,ZA,-33.09825,26.44475,23067,300,1935,2024,90,0.553134946,1935,2022,88,0.960614793,1935,2024,90,6.279,0.198014544,8.584321498,1,0.088673113,1
49,1160528,1,1603,GREAT FISH RIVER,RIETFONTYN,ZA,-32.08583333,25.57583333,10830,-999,1977,2023,47,0.658165364,1977,2022,46,2.58302583,1977,2023,47,15.989,0.504229104,46.55855069,1,0.003735376,0
50,1160533,1,1603,GREAT FISH RIVER,SOUT VLEIJ,ZA,-33.02763889,25.89330556,19130,-999,1975,2023,49,2.665693922,1975,2022,48,4.929577465,1975,2023,49,6.151,0.193977936,10.1399862,1,0.12284505,0
51,1160580,1,1603,GREAT FISH RIVER,MATOLEMA'S LOCATION OUTSPAN,ZA,-33.23780556,26.99486111,29745,38,1969,2024,56,8.200079952,1969,2022,54,10.53459119,1969,2024,56,10.182,0.321099552,10.79507655,1,0.045995964,1
52,1160684,1,1602,GREAT KEI,AREA 8 SPRINGS B,ZA,-32.51638889,28.01805556,18795,-999,1990,2024,35,0.592821179,1990,2022,33,2.617801047,1990,2024,35,21.432,0.675879552,35.96060399,1,0.178798726,1
53,1160773,1,1600,MZIMVUBU,KU-MAKHOLA,ZA,-30.86013889,29.07125,6906,-999,1984,2023,40,13.96390094,1984,2022,39,17.4392936,1984,2023,40,28.894,0.911201184,131.9434092,1,0.549641067,7
54,1160777,1,1600,MZIMVUBU,NTONTELA,ZA,-31.3955,29.26508333,19273,-999,2009,2024,16,6.310319228,2009,2022,14,7.792207792,2009,2024,16,101.486,3.200462496,166.0593834,1,0.245950381,13
55,1160850,1,1604,BUFFELSRIVIER,TAYSIDE,ZA,-28.05932333,30.37337114,5887,1136,1960,2023,64,7.798046166,1960,2022,63,12.85140562,1960,2023,64,16.342,0.515361312,87.54226465,1,0.47829014,2
56,1160880,1,1604,UTHUKELA,MANDINI (27661102),ZA,-29.1405,31.39258333,28920,38,1959,2023,65,22.9859131,1959,2021,63,28.03738318,1959,2023,65,87.213,2.750349168,95.10197676,1,0.005191534,51
57,1160883,1,1604,UTHUKELA,TUGELA FERRY,ZA,-28.75002778,30.44222222,12862,-999,1927,2023,97,8.848904529,1927,2021,95,10.96491228,1927,2023,97,76.522,2.413197792,187.6222821,1,0.002543485,13
58,1160919,1,1600,MFOLOZI,STATE LAND,ZA,-28.44563889,32.32513889,9099,-999,1993,2019,27,11.2745098,1994,2022,29,15.43026706,1993,2022,30,18.416,0.580766976,63.82756083,1,0.004742055,42
59,1196100,1,1961,OLIFANTSRIVIER,FINALE (27521009),ZA,-24.331111,30.741389,42714,437,1960,2022,63,34.64144926,1960,2022,63,42.64507422,1960,2022,63,24.159,0.761878224,17.83673325,1,0.103012681,42
60,1196105,1,1961,OLIFANTSRIVIER,LOSKOP NOORD,ZA,-24.95861111,29.39527778,16447,-999,2007,2022,16,10.48168862,2007,2022,16,14.36464088,2007,2022,16,6.059,0.191076624,11.61771898,1,0.389053155,3
61,1196106,1,1961,ELANDSRIVIER,SKERP ARABIE,ZA,-24.92647222,29.32338889,6119,-999,1989,2022,34,6.846697133,1989,2022,34,10.37974684,1989,2022,34,0.79,0.02491344,4.071488805,2,0.203078798,1
62,1196220,1,1961,LETABA,ENGELHARDT DAM KRUGER NATIONAL PARK,ZA,-23.83532041,31.63744893,12938,-999,1984,2024,41,11.75426621,1985,2022,38,15.59020045,1984,2024,41,11.015,0.34736904,26.84874324,1,0.283245111,5
63,1196405,1,1961,LIMPOPO RIVER,BOTSWANA,ZA,-22.93476395,28.00392156,98240,768.45,1971,2024,54,3.671572424,1971,2022,52,10.87662338,1971,2024,54,13.42,0.42321312,4.30795114,1,0.286105802,1
64,1196440,1,1961,CROCODILE,VAALKOP,ZA,-25.20631,27.55794,12674,-999,1983,2024,42,9.01563328,1983,2022,40,10.97046414,1983,2024,42,9.419,0.297037584,23.43676692,1,0.289565797,15
65,1196447,1,1961,PIENAARS RIVER,BUFFELSPOORT,ZA,-25.12856,27.62858,7483,-999,1955,2023,69,0.936909405,1955,2022,68,2.621722846,1955,2023,69,4.663,0.147052368,19.65152586,1,0.192263866,3
66,1196450,1,1961,CROCODILE,HAAKDORINGDRIFT,ZA,-24.69508,27.409,22270,920,1987,2024,38,6.103040288,1987,2022,36,11.05769231,1987,2024,38,10.908,0.343994688,15.44655088,1,0.26505482,6
67,1196455,1,1961,CROCODILE,MAKOPPA,ZA,-24.39619,27.08983,28780,-999,2002,2024,23,11.48477157,2002,2022,21,15.25423729,2002,2024,23,12.903,0.406909008,14.13860347,1,0.148650548,4
68,1196540,1,1961,SANDRIVIER,WATERPOORT,ZA,-22.91019232,29.61103918,7712,731.44,2002,2023,22,0.221267734,2002,2021,20,1.282051282,2002,2023,22,0.547,0.017250192,2.236798755,2,0.224484968,0
69,1196551,1,1961,LIMPOPO RIVER,BEITBRUG D/S,ZA,-22.227189,29.99035508,201001,422.38,1992,2024,33,3.671161375,1992,2022,31,5,1992,2024,33,41.829,1.319119344,6.562750155,2,0.212333158,3
70,1196569,1,1961,MAGALAKWENA,LENIESRUS,ZA,-22.55021523,28.89740445,15845,645.89,1995,2024,30,6.218297952,1995,2022,28,8.978328173,1995,2024,30,2.953,0.093125808,5.877299337,1,0.167028895,2
71,1196800,1,1961,OLIFANTSRIVIER,OXFORD,ZA,-24.18473,30.82299,46583,360.06,1966,2023,58,24.03078403,1967,2022,56,30.21148036,1966,2023,58,33.235,1.04809896,22.499602,1,0.283355618,11
72,1196850,1,1961,OLIFANTSRIVIER,MAMBA KRUGER NATIONAL PARK,ZA,-24.06628,31.24288,49826,-999,1987,2022,36,9.286885886,1987,2022,36,14.00966184,1987,2022,36,31.387,0.989820432,19.86554072,1,0.388411122,1
73,1197001,1,1971,RIOINCOMATI,TONGA (27613103),ZA,-25.68225,31.78188889,8864,215,1939,2023,85,3.436370151,1939,2022,84,5.64516129,1939,2023,85,20.672,0.651912192,73.54605054,2,0.27057762,0
74,1197090,1,1971,RIOINCOMATI,KOMATIPOORT,ZA,-25.43661111,31.98244444,21652,-999,1982,2023,42,5.103346125,1982,2021,40,7.249466951,1982,2023,42,29.018,0.915111648,42.26453205,2,0.283001046,0
75,1197300,1,1971,RIOINCOMATI,HOOGGENOEG (27613101),ZA,-26.03616667,30.99761111,5540,746,1909,2023,115,4.65099527,1909,2022,114,7.311669129,1909,2023,115,14.726,0.464399136,83.82655884,2,0.346414906,1
76,1197500,1,1971,KROKODILRIVIER,TENBOSCH (27613216),ZA,-25.36386111,31.95572222,10379,140,1960,2023,64,8.385269122,1960,2021,62,14.01360544,1960,2023,64,18.528,0.584299008,56.29627209,1,0.186141477,3
77,1197501,1,1971,KROKODILRIVIER,KARINO (27613206),ZA,-25.46977778,31.08813889,5131,519,1929,2023,95,0.140105079,1929,2021,93,1.087941976,1929,2023,95,16.328,0.514919808,100.3546693,2,0.330573861,0
78,1197505,1,1971,KROKODILRIVIER,WELTEVREDE,ZA,-25.51419444,31.22452778,5380,-999,1968,2023,56,1.839664972,1968,2021,54,3.98089172,1968,2023,56,13.676,0.431286336,80.16474647,2,0.232676002,1
79,1197507,1,1971,KROKODILRIVIER,RIVERSIDE,ZA,-25.39888889,31.61055556,8473,-999,1985,2023,39,1.499673984,1985,2021,37,4.147465438,1985,2023,39,19.503,0.615046608,72.5890013,2,0.186853568,1
80,1197750,1,1971,RIOSABIE,LOWER SABIE RESTCAMP KRUGER NATIONAL PARK,ZA,-25.14952778,31.94066667,5715,-999,1987,2023,37,8.343274679,1987,2021,35,13.25301205,1987,2023,37,13.812,0.435575232,76.21613858,2,0.368049904,2
81,1199310,1,1991,PONGOLO,M'HLATI,ZA,-27.36325,31.78261111,6846,-999,1968,2023,56,4.444333599,1968,2022,55,7.906976744,1968,2023,56,22.076,0.696188736,101.6927748,1,0.011924909,11
82,1234130,1,1341,SIRBA,GARBE-KOUROU,NE,13.7333,1.6167,38750,287,1956,2022,67,27.92327554,1956,2010,55,54.58715596,1956,2022,67,43.978,1.386890208,35.79071505,1,0.499693003,6
83,1234150,1,1341,RIVER NIGER,NIAMEY,NE,13.52,2.09,700000,174.85,1929,2024,96,9.493488533,1929,2012,84,34.83033932,1929,2024,96,896.579,28.27451534,40.39216478,1,0.158339157,1
84,1237500,1,1371,KOMADUGU YOBE,BAGARA DIFFA,NE,13.28,12.6,115000,298,1976,2021,46,86.27439207,1967,1990,24,0,1967,2021,55,15.28,0.48187008,4.190174609,1,0.554405374,23
85,1255100,1,1551,KUNENE RIVER,RUACANA (64740001),,-17.4,14.2,89600,800,1961,2021,61,0,,,,,1961,2021,61,178.828,5.639519808,62.94106929,1,0.121638894,0
86,1257100,1,1571,OKAVANGO RIVER,RUNDU (64932101),,-17.9,19.75,97300,1060,1945,2021,77,8.537469198,,,,,1945,2021,77,178.444,5.627409984,57.83566273,1,0.750560267,0
87,1257101,1,1571,OKAVANGO RIVER,MUKWE (64932102),,-18.03333333,21.41666667,206000,1100,1949,2020,72,0,,,,,1949,2020,72,312.767,9.863420112,47.88068016,1,0.000104831,1
88,1258500,1,1580,KUISEB,GOBABEB,,-23.5,14.96666667,11700,360,1977,2020,44,1.137162205,,,,,1977,2020,44,0.435,0.01371816,1.172492308,1,0.002104085,0
89,1259080,1,1591,HUDUP,RIETKUIL (64812006),,-25.11666667,17.51666667,5850,1100,1973,2019,47,8.452481077,,,,,1973,2019,47,0.879,0.027720144,4.738486154,1,0.071555545,0
90,1259100,1,1591,FISH,AI-AIS (64812014),,-27.91666667,17.5,63300,243.6,1975,2019,45,1.908682635,,,,,1975,2019,45,7.36,0.23210496,3.666745024,1,0.311372855,0
92,1259102,1,1591,FISH,TSES (64812009),,-25.9,17.96666667,37600,930,1975,2019,45,0.024595708,,,,,1975,2019,45,7.24,0.22832064,6.072357447,1,0.421186217,1
93,1259103,1,1591,FISH,GRASS (64812001),,-24.167,17.35,9170,1210,1970,2020,51,18.94244369,,,,,1970,2020,51,3.929,0.123904944,13.51198953,2,0.188940599,0
94,1259110,1,1591,LOWENRIVIER,ALTDORN (64812011),,-26.8,18.21666667,7000,800,1975,2019,45,5.669202944,,,,,1975,2019,45,2.237,0.070546032,10.07800457,1,0.329184371,1
98,1291100,1,1911,ZAMBEZI RIVER,KATIMA MULILO (64370001),,-17.46666667,24.3,334000,940,1942,2021,80,12.79305052,,,,,1942,2021,80,1214.422,38.29801219,114.6647072,2,0.265133089,1
99,1291200,1,1911,RIOCUANDO,KONGOLA,,-17.68333333,23.26666667,170000,980,1969,2020,52,15.57059961,,,,,1969,2020,52,33.881,1.068471216,6.2851248,1,0.632378907,0
100,1320100,1,1201,MANO RIVER,MANO KONGO,LR,7.328,-11.143,5514,-999,2015,2022,8,0,,,,,2015,2022,8,212.126,6.689605536,1213.203761,2,0.187306753,0
101,1321880,1,1211,LOFA RIVER,LOFA BRIDGE,LR,7.067,-10.88,8194,85,2012,2023,12,0,,,,,2012,2023,12,248.518,7.837263648,956.463711,1,0.006141322,0
102,1322840,1,1221,SAINT PAUL RIVER,PIATTA,LR,7.202586,-9.818731,13734,207,2013,2023,11,1.771336554,,,,,2013,2023,11,347.958,10.97320349,798.980886,1,0.407929583,0
103,1322880,1,1221,SAINT PAUL RIVER,HAINDI,LR,6.90211,-10.36175,18276,130,2012,2023,12,0,,,,,2012,2023,12,470.003,14.82201461,811.0097728,1,0.207497397,0
104,1323550,1,1231,SAINT JOHN RIVER,FRANK DIGGS,LR,6.466,-9.526,10862,170,2013,2021,9,0.13418316,,,,,2013,2021,9,260.777,8.223863472,757.1223966,1,0.327248856,0
105,1323580,1,1231,SAINT JOHN RIVER,MT. FINLAY,LR,6.084,-9.87,15723,65,2013,2022,10,3.903291582,,,,,2013,2022,10,387.607,12.22357435,777.4327006,1,0.129311687,2
106,1324580,1,1241,CESTOS RIVER,ITI,LR,5.617,-9.319,11585,170,2014,2022,9,6.125080593,,,,,2014,2022,9,287.149,9.055530864,781.6599796,1,0.030330595,4
107,1357100,1,1571,OKAVANGO RIVER,MOHEMBO/MTAEMBO (67932112),BW,-18.283333,21.8,410000,1000,1974,2024,51,11.20569744,1933,2000,68,0,1933,2024,92,276.125,8.707878,21.23872683,1,0.412507105,40
110,1616700,1,1160,KONKOURE,PONT DE TELIMELE,GN,10.5,-12.9,10250,154,1954,2020,67,49.40429567,1976,1979,4,4.166666667,1954,2020,67,399.775,12.6073044,1229.980917,1,0.018430217,4
111,1619600,1,1191,MAKONA RIVER,NONGOA,GN,8.5,-10.33,5745,325,1975,2020,46,49.66690891,1976,1979,4,4.166666667,1975,2020,46,83.758,2.641392288,459.7723739,1,0.238227882,0
112,1634500,1,1341,MILO,KANKAN,GN,10.3833,-9.3,9620,361,1938,2020,83,13.72202395,1939,2007,69,50.54545455,1938,2020,83,167.179,5.272156944,548.0412624,1,0.945967898,0
113,1992700,1,1921,SHIRE RIVER,LIWONDE,MW,-15.07,35.2,130200,470,1979,2024,46,0.67679813,1965,1984,20,0,1965,2024,60,299.891,9.457362576,72.63719336,1,0.094035703,0
114,1992790,1,1921,SHIRE RIVER,CHIKWAWA-MITOLE,MW,-16.03,34.81,138600,-999,1979,2024,46,0,1985,1986,2,0,1979,2024,46,536.046,16.90474666,121.9678691,1,0.100693535,0
115,1992850,1,1921,RUO RIVER,M1-ROADBRIDGE (65312109),MW,-16.084722,35.668056,19300,-999,1979,2024,46,3.094813265,,,,,1979,2024,46,17.39,0.54841104,28.41507979,2,0.000444638,0
116,1992900,1,1921,SHIRE RIVER,CHIROMO,MW,-16.55,35.13,149500,-999,1979,2024,46,0,1953,1981,29,0.578034682,1953,2024,72,578.203,18.23420981,121.9679586,2,0.01028902,0
117,1993401,1,1931,SOUTH RUKURU,PHEWZI (65312414),MW,-10.9,34.05,11800,-999,1979,2024,46,5.703562419,,,,,1979,2024,46,34.324,1.082441664,91.73234441,2,0.150036808,0
118,2260100,2,2601,CHINDWIN RIVER,HKAMTI,MM,26,95.7,27420,-999,1978,2023,46,15.21338016,1978,1988,11,0,1978,2023,46,1958.806,61.77290602,2252.841211,2,0.314009718,0
119,2260110,2,2601,CHINDWIN RIVER,MAWLAIK,MM,23.63,94.42,69339,112.59,1996,2023,28,0,,,,,1996,2023,28,3860.278,121.737727,1755.689107,2,0.235248484,0
120,2260120,2,2601,CHINDWIN RIVER,MONYWA,MM,22.1,95.13,110350,73.325,1996,2023,28,0,,,,,1996,2023,28,4367.572,137.7357506,1248.171732,2,0.254737159,0
121,2260400,2,2601,IRRAWADDY RIVER,KATHA,MM,24.17,96.33,77942,94,1996,2023,28,0,,,,,1996,2023,28,4930.941,155.5021554,1995.100913,2,0.318775692,0
122,2260500,2,2601,IRRAWADDY RIVER,SAGAING,MM,21.98,96.1,120193,74,1978,2023,46,15.21338016,1978,1988,11,0,1978,2023,46,6644.267,209.5336041,1743.309545,2,0.269301523,0
123,2260600,2,2601,IRRAWADDY RIVER,MAGWAY,MM,20.13,94.92,335567,52,1996,2023,28,0,,,,,1996,2023,28,11624.005,366.5746217,1092.403668,2,0.279954299,0
124,2260700,2,2601,IRRAWADDY RIVER,PYAY,MM,18.8,95.22,346225,31.268,1996,2023,28,0,,,,,1996,2023,28,11558.19,364.4990798,1052.780937,2,0.26529064,0
125,2261500,2,2611,SITTANG RIVER,TOUNGOO,MM,18.92,96.47,14660,50,1978,2023,46,15.21338016,1978,1988,11,0,1978,2023,46,289.222,9.120904992,622.162687,2,0.162733025,0
137,3103100,3,3031,RIO CAUCA,LA VIRGINIA,CO,4.88,-75.88,22814,-999,1946,2024,79,0.147440848,1946,2024,79,0.105820106,1946,2024,79,550.182,17.35053955,760.5215899,2,0.104402572,0
138,3103450,3,3031,RIO MAGDALENA,PUENTE SANTANDER,CO,2.9,-75.33,15705,-999,1948,2023,76,16.62315057,1948,2023,76,13.90728477,1948,2023,76,490.085,15.45532056,984.101914,2,0.121362419,6
139,3103500,3,3031,RIO MAGDALENA,PUERTO BERRIO,CO,6.5,-74.38,74410,1570,1936,2024,89,0.426189006,1936,2024,89,0.093984962,1936,2024,89,2382.598,75.13761053,1009.778397,2,0.149636537,1
140,3142500,3,3421,RIO PATIA,PTE PUSMEO,CO,1.70625,-77.51041,13147,1975,1966,2021,56,20.68761407,1965,2021,57,20,1965,2021,57,316.85,9.9921816,760.0351107,2,0.119554469,0
141,3179200,3,3790,RIO MAIPO,CABIMBAO,CL,-33.77,-71.53,14823,35,1939,2020,82,47.39488425,1966,1984,19,37.28070175,1939,2020,82,131.307,4.140897552,279.3562404,2,0.741305746,1
142,3179300,3,3790,RIO MAULE,FOREL,CL,-35.4069,-72.2083,19870,30,1985,2020,36,7.094829585,,,,,1985,2020,36,477.92,15.07168512,758.5146009,2,0.438926587,1
143,3179310,3,3790,RIO MAULE,LONGITUDINAL,CL,-35.5575,-71.7067,6072.1,90,1962,2020,59,11.27623208,,,,,1962,2020,59,178.105,5.61671928,925.0044103,2,0.10812372,0
